host_since,host_location,host_is_superhost,host_identity_verified,host_has_profile_pic,neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,number_of_reviews,last_review,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,instant_bookable,bathroom_type,has_license,has_terrace,has_wifi,pet_allowed,has_AC,has_kitchen
2528,no_info,False,True,True,gracia,41.40660800630066,2.1611313479207737,entire_home_apt,2,1.0,1.0,1.0,40.0,1.0,365.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,True,1,True,False,True,True,True,True
888,spain,False,True,True,sarria_sant_gervasi,41.39542,2.13946,entire_home_apt,5,1.5,3.0,3.0,149.0,31.0,1125.0,True,29,59,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,True,True,True
235,spain,False,True,True,gracia,41.40062668446398,2.162090172687549,entire_home_apt,3,1.0,2.0,0.0,140.0,28.0,33.0,False,14,44,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,True,True
153,no_info,False,True,True,ciutat_vella,41.37727,2.17583,private_room,2,1.0,1.0,1.0,116.0,32.0,365.0,True,12,42,4,67.0,3.25,3.25,3.25,3.25,3.75,3.25,3.0,True,1,True,False,True,False,True,True
452,no_info,False,True,True,sants_montjuic,41.368177427055926,2.1407833746765723,entire_home_apt,4,1.0,2.0,3.0,110.0,30.0,365.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,True,1,True,False,True,False,True,True
1045,no_info,False,True,True,eixample,41.38396,2.14487,private_room,2,1.0,1.0,1.0,87.0,1.0,365.0,True,20,50,7,55.0,5.0,5.0,5.0,5.0,5.0,5.0,2.59,True,1,True,False,True,False,True,True
1422,spain,False,True,True,eixample,41.4025310102841,2.1809384766978863,entire_home_apt,4,1.0,2.0,3.0,67.0,31.0,180.0,True,6,19,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,True,True,True
4324,spain,False,True,True,eixample,41.37687,2.15157,entire_home_apt,4,1.0,2.0,3.0,173.0,3.0,8.0,True,4,13,12,54.0,4.58,4.58,4.75,4.58,4.5,4.5,4.68,True,1,True,False,True,False,True,True
269,no_info,False,True,True,gracia,41.411916109405475,2.1475351634219697,entire_home_apt,6,2.0,3.0,5.0,180.0,1.0,1125.0,True,8,18,1,122.0,5.0,5.0,5.0,5.0,5.0,5.0,0.42,True,1,True,False,True,False,True,False
1643,no_info,False,True,True,ciutat_vella,41.38776,2.17777,private_room,4,2.0,1.0,3.0,189.0,1.0,365.0,True,27,57,6,66.0,4.0,3.4,4.4,4.6,5.0,4.2,3.21,True,1,True,False,True,True,True,True
150,spain,False,False,True,sants_montjuic,41.37203327458056,2.165111901852419,entire_home_apt,4,1.0,2.0,3.0,231.0,1.0,365.0,True,6,24,3,70.0,5.0,5.0,4.0,4.0,5.0,4.33,2.25,True,1,True,False,True,False,True,True
3164,spain,False,True,True,sants_montjuic,41.37995790959533,2.1364240367144416,entire_home_apt,2,1.0,1.0,0.0,65.0,31.0,365.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,True,True,False,True,True
527,spain,False,True,True,sant_marti,41.40079736943343,2.20119159682008,entire_home_apt,5,2.0,3.0,6.0,145.0,32.0,365.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,True,False,True
1643,no_info,False,True,True,sants_montjuic,41.371611187369446,2.1549707182154285,private_room,1,1.0,1.0,1.0,43.0,1.0,365.0,True,19,37,3,71.0,2.67,3.0,3.33,3.33,4.33,2.67,2.25,True,0,True,False,True,True,True,True
146,no_info,False,True,True,eixample,41.39168,2.16775,entire_home_apt,4,1.0,2.0,3.0,304.0,2.0,365.0,True,6,17,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,True,1,True,True,True,False,True,True
518,spain,False,True,True,ciutat_vella,41.3802407,2.1800365,private_room,1,4.0,10.0,10.0,25.0,31.0,365.0,True,1,1,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,False,True
168,no_info,False,True,True,sant_marti,41.39426554577109,2.199869972966368,entire_home_apt,3,1.0,2.0,2.0,61.0,32.0,180.0,True,14,44,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,False,True,True
844,spain,False,True,True,eixample,41.384339,2.144219,entire_home_apt,8,2.0,3.0,6.0,263.0,1.0,365.0,True,25,55,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,True,1,True,False,True,False,False,True
656,no_info,False,False,True,ciutat_vella,41.37885041319866,2.189993967802508,entire_home_apt,3,1.0,1.0,2.0,84.0,30.0,1125.0,True,0,0,1,94.0,4.0,5.0,5.0,5.0,5.0,4.0,0.68,True,1,True,False,True,False,True,True
150,spain,False,True,True,ciutat_vella,41.38040862877535,2.191469586165423,private_room,2,1.0,1.0,3.0,90.0,2.0,15.0,True,2,11,14,55.0,4.93,4.79,4.86,5.0,5.0,4.79,6.18,False,1,True,True,True,False,True,True
3056,spain,False,True,True,sant_marti,41.41558002769811,2.18646331089867,private_room,2,1.0,1.0,0.0,65.0,2.0,365.0,True,7,19,3,59.0,4.67,4.33,5.0,5.0,5.0,4.67,3.0,False,1,True,False,True,False,True,True
1300,spain,False,True,True,gracia,41.40279,2.15216,private_room,1,1.0,1.0,0.0,59.0,32.0,365.0,True,23,53,3,97.0,5.0,4.67,5.0,5.0,4.67,5.0,1.55,False,1,True,False,True,False,False,True
150,spain,False,False,True,sants_montjuic,41.37468,2.15524,entire_home_apt,4,1.0,2.0,3.0,202.0,1.0,365.0,True,8,30,1,80.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,True,1,True,False,True,False,True,True
3603,spain,False,True,True,sarria_sant_gervasi,41.3996175,2.1483745,entire_home_apt,6,2.0,4.0,3.0,90.0,31.0,365.0,True,30,60,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,False,True,False,False,True
228,no_info,False,True,False,sant_andreu,41.4150468,2.1899735,entire_home_apt,6,2.0,3.0,5.0,80.0,32.0,365.0,True,0,30,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,False,True,True
927,no_info,False,True,True,ciutat_vella,41.38893085702559,2.1780016882432327,entire_home_apt,2,1.0,2.0,0.0,47.0,90.0,182.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,False,False,True,True
1252,spain,False,True,True,eixample,41.40447965987171,2.172341558568079,entire_home_apt,6,2.0,3.0,0.0,118.0,31.0,330.0,True,29,30,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,False,False,True
149,spain,False,True,True,sant_andreu,41.41921,2.18335,private_room,2,1.0,1.0,0.0,60.0,2.0,120.0,True,3,25,11,55.0,4.55,4.36,4.55,4.64,4.64,4.55,4.18,False,1,True,True,True,True,False,False
2941,no_info,False,True,True,eixample,41.40392,2.18049,entire_home_apt,2,1.0,1.0,0.0,49.0,31.0,335.0,True,0,14,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,True,True
3452,spain,False,True,True,eixample,41.38661023116468,2.1441526326549094,entire_home_apt,4,1.5,3.0,0.0,219.0,1.0,365.0,True,12,40,12,57.0,4.83,4.83,5.0,4.83,4.75,4.75,4.68,False,1,True,True,True,False,True,True
1390,no_info,False,True,False,ciutat_vella,41.385851,2.1781965,entire_home_apt,4,1.0,1.0,0.0,72.0,32.0,330.0,True,29,59,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,True,True,True
1062,no_info,False,True,False,les_corts,41.37628299215888,2.1174678951501846,shared_room,2,2.0,2.0,0.0,100.0,2.0,1125.0,True,12,12,1,101.0,1.0,3.0,4.0,2.0,2.0,1.0,0.59,False,0,True,False,True,False,True,True
4635,spain,False,True,True,ciutat_vella,41.37892,2.17714,entire_home_apt,16,6.0,9.0,0.0,2324.0,1.0,365.0,True,30,60,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,False,True,False,True,True
1763,spain,False,True,True,sants_montjuic,41.36971,2.14208,entire_home_apt,5,1.0,3.0,0.0,252.0,2.0,365.0,True,5,29,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,True,1,True,False,True,False,False,True
468,spain,False,True,True,ciutat_vella,41.37680719999999,2.1694511,entire_home_apt,2,1.0,1.0,1.0,66.0,32.0,340.0,True,0,0,1,82.0,5.0,5.0,5.0,5.0,5.0,5.0,0.94,False,1,False,True,True,False,True,True
148,spain,False,True,False,sants_montjuic,41.37782384149007,2.1442893767658946,entire_home_apt,3,1.0,2.0,2.0,157.0,1.0,365.0,True,4,28,10,67.0,4.3,4.8,4.9,4.8,4.9,4.5,7.14,True,1,True,False,True,False,False,True
168,no_info,True,True,True,sants_montjuic,41.37389606544053,2.1569002202907304,entire_home_apt,2,1.0,1.0,1.0,1000.0,1.0,365.0,True,29,59,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,False,True,False,True,True
168,no_info,True,True,True,sants_montjuic,41.371669665663994,2.1571229648809713,entire_home_apt,2,1.0,1.0,1.0,1000.0,1.0,365.0,True,29,59,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,False,True,False,True,True
3493,spain,False,True,True,sant_marti,41.408831,2.2042622,private_room,1,1.0,1.0,2.0,64.0,32.0,200.0,True,19,19,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,0,False,True,True,False,True,True
1470,no_info,False,True,True,eixample,41.385633223932594,2.16828901528626,private_room,4,2.0,1.0,2.0,110.0,3.0,32.0,True,22,52,2,70.0,4.5,3.0,5.0,5.0,5.0,4.0,1.09,True,1,True,False,True,False,False,True
168,no_info,True,True,True,sants_montjuic,41.37176035119553,2.155752270259426,entire_home_apt,2,1.0,1.0,1.0,1000.0,1.0,365.0,True,29,59,1,134.0,5.0,5.0,5.0,5.0,5.0,5.0,0.36,False,1,True,False,True,False,True,True
1152,no_info,False,True,False,sants_montjuic,41.351577351149174,2.14495087398041,entire_home_apt,5,2.0,4.0,5.0,200.0,31.0,364.0,True,14,44,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,True,True,True,True,True
168,no_info,True,True,True,sants_montjuic,41.37249,2.15516,entire_home_apt,2,1.0,1.0,1.0,1000.0,1.0,365.0,True,29,59,1,133.0,5.0,5.0,5.0,5.0,5.0,5.0,0.36,False,1,True,False,True,False,True,True
168,no_info,True,True,True,sants_montjuic,41.37326754778505,2.157139834255996,entire_home_apt,2,1.0,1.0,1.0,1000.0,1.0,365.0,True,29,59,1,137.0,5.0,5.0,5.0,5.0,5.0,5.0,0.34,False,1,True,False,True,False,True,True
1152,no_info,False,True,False,sarria_sant_gervasi,41.3976966,2.1449391,entire_home_apt,11,3.0,6.0,5.0,300.0,31.0,364.0,True,14,44,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,False,True,True,True,True
146,no_info,False,True,True,eixample,41.39215,2.1698,entire_home_apt,4,1.0,2.0,3.0,304.0,2.0,365.0,True,6,15,9,59.0,4.56,4.78,4.56,4.78,4.78,4.22,3.55,True,1,True,True,True,False,True,True
146,no_info,False,True,True,eixample,41.39235758312316,2.1680731245560105,entire_home_apt,4,1.0,2.0,3.0,321.0,2.0,365.0,True,7,13,2,77.0,4.5,5.0,4.0,5.0,5.0,4.5,0.8,True,1,True,True,True,False,True,True
1833,spain,False,True,True,ciutat_vella,41.382047970999274,2.1672980991590385,entire_home_apt,6,1.0,2.0,4.0,177.0,3.0,365.0,True,2,5,9,67.0,4.11,4.22,4.67,4.56,4.44,3.56,3.1,True,1,True,False,True,False,True,True
146,no_info,False,True,True,eixample,41.39196768055595,2.1699194113937885,entire_home_apt,4,1.0,2.0,3.0,341.0,2.0,365.0,True,6,26,9,73.0,4.56,4.44,4.67,4.89,5.0,4.44,3.38,True,1,True,True,True,False,True,True
1833,spain,False,True,True,gracia,41.4046592739874,2.1650624492239396,entire_home_apt,6,1.0,2.0,0.0,163.0,3.0,365.0,True,7,17,3,81.0,4.33,4.33,4.67,5.0,4.67,4.0,1.01,True,1,True,False,True,False,True,True
146,no_info,False,True,True,eixample,41.39176803881637,2.170027857568606,entire_home_apt,4,1.0,2.0,3.0,304.0,2.0,365.0,True,8,16,11,56.0,4.82,4.73,5.0,4.91,5.0,4.64,4.23,True,1,True,True,True,False,True,True
3000,spain,False,True,True,sants_montjuic,41.373203049496894,2.1324362502248375,entire_home_apt,2,1.0,2.0,3.0,73.0,32.0,330.0,True,0,2,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,False,True,False,True,True
146,no_info,False,True,True,eixample,41.39078,2.16765,entire_home_apt,4,1.0,2.0,3.0,304.0,2.0,365.0,True,1,18,2,56.0,4.5,4.5,3.5,4.5,5.0,4.0,2.0,True,1,True,True,True,False,True,True
146,no_info,False,True,True,eixample,41.39231796252343,2.169170987579132,entire_home_apt,7,2.0,3.0,5.0,279.0,2.0,365.0,True,3,9,8,64.0,5.0,5.0,4.75,5.0,5.0,4.88,3.33,True,1,True,True,True,False,True,True
148,spain,False,True,True,nou_barris,41.429022461182946,2.1769523304108582,private_room,1,2.0,1.0,0.0,55.0,31.0,365.0,True,14,44,2,90.0,3.5,4.0,4.5,4.5,3.5,3.5,1.18,True,1,True,False,True,False,True,True
148,no_info,False,True,False,les_corts,41.3779616,2.1238171,private_room,1,0.5,1.0,1.0,60.0,1.0,20.0,True,7,7,14,70.0,4.86,4.86,4.93,4.93,4.93,4.86,7.78,False,1,True,True,True,False,True,False
146,no_info,False,True,True,eixample,41.39219586834713,2.1679637044538698,entire_home_apt,3,1.0,1.0,1.0,268.0,2.0,365.0,True,4,14,6,75.0,4.83,5.0,4.5,4.67,5.0,4.5,2.4,True,1,True,True,True,False,True,True
518,spain,False,True,True,ciutat_vella,41.37915,2.1811,private_room,1,4.0,10.0,10.0,25.0,31.0,365.0,True,29,59,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,False,True
518,spain,False,True,True,ciutat_vella,41.38143,2.17889,private_room,1,4.0,10.0,4.0,25.0,31.0,365.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,False,True
518,spain,False,True,True,ciutat_vella,41.379162022692896,2.180661407604896,private_room,1,4.0,10.0,10.0,25.0,31.0,365.0,True,0,12,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,False,True
4479,spain,True,True,True,sant_marti,41.41281116428622,2.207390398642014,entire_home_apt,10,2.0,3.0,0.0,116.0,32.0,365.0,True,30,60,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,False,True,True,True,True
518,spain,False,True,True,ciutat_vella,41.38142,2.18069,private_room,2,4.5,10.0,10.0,46.0,31.0,365.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,False,True
146,no_info,False,True,True,eixample,41.39169,2.17003,entire_home_apt,6,2.0,3.0,5.0,302.0,2.0,365.0,True,2,16,9,54.0,5.0,5.0,5.0,5.0,4.89,4.89,4.15,True,1,True,True,True,False,True,True
146,no_info,False,True,True,eixample,41.39239,2.16791,entire_home_apt,4,1.0,2.0,3.0,327.0,2.0,365.0,True,1,13,11,54.0,4.82,4.91,4.55,4.64,5.0,4.55,4.23,True,1,True,True,True,False,True,True
4109,spain,False,True,True,gracia,41.40727,2.15648,private_room,1,0.5,1.0,0.0,55.0,31.0,365.0,True,25,38,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,True,True
949,spain,False,True,True,les_corts,41.38993364925145,2.1398606363276196,entire_home_apt,3,1.0,2.0,2.0,112.0,30.0,365.0,True,13,43,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,False,True,False,True,False
1152,no_info,False,True,False,sarria_sant_gervasi,41.3976966,2.1449391,entire_home_apt,9,3.0,5.0,5.0,250.0,31.0,364.0,True,14,44,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,False,True,False,True,True
1951,spain,False,True,True,gracia,41.40089182187077,2.1647595304660245,private_room,1,1.0,1.0,1.0,115.0,3.0,365.0,True,14,31,8,59.0,4.88,5.0,5.0,5.0,5.0,4.63,3.43,False,1,True,False,True,True,True,False
793,no_info,False,True,True,ciutat_vella,41.37997,2.16461,private_room,2,1.0,1.0,1.0,50.0,1.0,365.0,True,1,6,2,94.0,2.0,2.0,3.0,3.0,4.0,2.0,1.3,False,1,True,False,True,False,True,True
949,spain,False,True,True,eixample,41.39143,2.15174,entire_home_apt,5,2.0,3.0,3.0,168.0,30.0,365.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,False,True,False
516,no_info,False,True,True,ciutat_vella,41.38102344244548,2.177791031379637,entire_home_apt,4,1.0,1.0,2.0,183.0,32.0,365.0,True,3,16,11,62.0,4.18,4.36,4.36,4.36,4.73,3.82,3.98,True,1,True,False,True,False,True,True
4245,spain,False,False,True,sants_montjuic,41.3725,2.16441,entire_home_apt,5,2.0,3.0,5.0,60.0,1.0,1125.0,True,15,40,2,85.0,4.5,4.0,5.0,5.0,4.0,4.0,1.15,False,1,True,False,True,False,True,True
516,no_info,False,True,True,ciutat_vella,41.38248083994752,2.177576041274522,private_room,2,2.5,1.0,1.0,97.0,32.0,365.0,True,8,23,14,61.0,4.29,4.43,4.5,4.43,4.86,4.29,4.77,True,0,True,False,True,False,True,True
3654,spain,False,False,True,eixample,41.37517307520123,2.1649428805251194,private_room,1,1.0,1.0,1.0,60.0,31.0,365.0,True,14,44,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,0,False,True,True,False,False,True
516,no_info,False,True,True,ciutat_vella,41.38070743078088,2.1796050595391727,private_room,2,2.5,1.0,1.0,94.0,32.0,365.0,True,14,44,10,58.0,3.9,3.78,3.56,4.22,4.78,3.89,3.95,True,0,True,False,True,False,True,True
144,no_info,False,True,True,sant_andreu,41.4250999,2.1783577,private_room,1,2.0,1.0,0.0,58.0,8.0,365.0,True,16,46,3,69.0,3.33,3.33,3.0,3.0,4.0,3.0,1.41,True,1,True,False,True,False,False,True
949,spain,False,True,True,eixample,41.393087350937584,2.1791561689670713,entire_home_apt,3,1.0,2.0,2.0,136.0,30.0,365.0,True,1,1,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,True,True,True,True,False
144,no_info,False,True,True,sant_andreu,41.42606,2.17746,private_room,1,2.0,1.0,0.0,59.0,8.0,365.0,True,27,53,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,True,1,True,False,True,False,False,True
516,no_info,False,True,True,ciutat_vella,41.380638469641326,2.1790129988905913,private_room,3,2.5,1.0,2.0,140.0,32.0,365.0,True,4,17,8,53.0,4.88,4.88,4.75,4.88,5.0,4.63,2.73,True,0,True,False,True,False,True,True
3379,spain,False,True,True,horta_guinardo,41.419044571575526,2.156841214882066,private_room,1,0.5,1.0,3.0,38.0,31.0,365.0,True,0,29,1,66.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,False,1,False,True,True,False,False,True
1965,spain,False,True,True,eixample,41.40497149999999,2.1778586,private_room,1,0.5,1.0,1.0,51.0,1.0,365.0,True,5,16,24,62.0,4.92,4.92,4.96,4.83,5.0,4.83,11.25,False,1,True,False,True,False,True,False
516,no_info,False,True,True,ciutat_vella,41.38100067602113,2.179396511848192,private_room,3,2.5,1.0,2.0,134.0,32.0,365.0,True,7,29,10,73.0,4.2,4.5,4.7,4.6,5.0,4.2,3.33,True,0,True,False,True,False,True,True
516,no_info,False,True,True,ciutat_vella,41.3814,2.17765,private_room,4,1.0,1.0,2.0,117.0,32.0,365.0,True,4,19,9,53.0,4.22,4.11,4.44,4.56,4.89,4.11,3.0,True,1,True,False,True,False,True,True
902,spain,False,True,True,ciutat_vella,41.37837199264029,2.175535593215532,private_room,2,1.0,1.0,1.0,47.0,31.0,330.0,True,4,34,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,False,True,True
2238,no_info,False,True,True,gracia,41.39932472548119,2.1613717787302344,entire_home_apt,3,1.0,2.0,2.0,70.0,32.0,365.0,True,5,7,1,75.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,False,1,False,False,True,False,True,True
1470,no_info,False,True,True,ciutat_vella,41.38384,2.16767,private_room,3,2.0,1.0,0.0,83.0,3.0,32.0,True,25,55,4,76.0,3.75,3.75,3.75,4.25,4.5,3.75,2.45,True,1,True,False,True,False,False,True
888,spain,False,True,True,eixample,41.3930686,2.1785113,entire_home_apt,3,1.0,2.0,2.0,101.0,31.0,1125.0,True,0,29,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,True,True,True
902,spain,False,True,True,ciutat_vella,41.378541457934936,2.1752614664845455,private_room,2,1.0,1.0,1.0,40.0,31.0,330.0,True,11,15,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,False,True,True
144,no_info,False,True,False,sant_andreu,41.4267678,2.1859957,private_room,2,1.0,1.0,0.0,50.0,1.0,365.0,True,7,37,16,58.0,4.81,4.81,4.81,4.94,4.75,4.69,8.14,False,1,True,False,True,False,False,False
902,spain,False,True,True,ciutat_vella,41.3804,2.17422,private_room,2,1.0,1.0,1.0,50.0,31.0,330.0,True,14,44,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,False,True,True
1632,spain,False,True,True,sants_montjuic,41.372762123265574,2.169829796295178,private_room,3,1.0,1.0,2.0,169.0,3.0,1125.0,True,7,7,7,66.0,5.0,5.0,4.86,4.86,5.0,4.86,3.68,True,1,True,False,True,False,True,True
902,spain,False,True,True,ciutat_vella,41.37832,2.17423,private_room,2,1.0,1.0,1.0,50.0,31.0,330.0,True,12,42,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,True,True
564,spain,False,True,True,sant_andreu,41.4154118,2.1877208,entire_home_apt,6,2.0,3.0,3.0,196.0,1.0,365.0,True,30,60,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,True,1,True,True,True,False,True,True
902,spain,False,True,True,ciutat_vella,41.38027678832407,2.1748355989244934,private_room,1,1.0,1.0,1.0,36.0,31.0,330.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,False,True,True
4123,spain,True,True,True,gracia,41.40208479996319,2.15202509860483,entire_home_apt,5,2.0,3.0,3.0,364.0,3.0,365.0,True,12,33,3,53.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,False,1,True,False,True,False,True,True
3140,other,False,True,True,ciutat_vella,41.38336,2.16985,private_room,2,1.0,1.0,0.0,90.0,1.0,365.0,True,0,4,14,68.0,4.64,4.5,4.71,4.86,4.86,4.64,6.67,True,1,True,True,True,False,False,True
902,spain,False,True,True,ciutat_vella,41.38001238744875,2.175484432886953,private_room,2,1.0,1.0,1.0,40.0,31.0,330.0,True,0,10,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,False,True,True
153,no_info,False,True,True,ciutat_vella,41.37866,2.17574,private_room,2,1.0,1.0,0.0,240.0,32.0,365.0,True,14,44,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,True,1,True,False,True,False,False,True
902,spain,False,True,True,ciutat_vella,41.37824,2.17561,private_room,2,1.0,1.0,1.0,43.0,31.0,330.0,True,0,27,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,True,True
1774,spain,False,True,True,sants_montjuic,41.36286048149154,2.1386483316877754,private_room,1,1.0,1.0,1.0,72.0,1.0,1125.0,True,7,35,10,59.0,5.0,5.0,5.0,4.9,4.6,4.8,4.55,False,1,True,False,True,False,True,False
902,spain,False,True,True,ciutat_vella,41.38019,2.1752,private_room,1,1.0,1.0,1.0,40.0,31.0,330.0,True,29,59,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,True,True
